grid_index,domain_value,sr_x,log_p_emp,log_p_fit,residual
285,-0.17597814251638066,0.88944407875058551,-1.6792238029211541,-1.3975623061594944,-0.28166149676165975
286,-0.16397900072568872,0.88996425002070856,-1.6787674397938481,-1.3965707810175847,-0.28219665877626343
287,-0.15197985893499677,0.89048260568061111,-1.6782903909322817,-1.3956355667213649,-0.28265482421091681
288,-0.13998071714430482,0.89099915836066368,-1.6777971023847125,-1.3947566632708346,-0.28304043911387788
289,-0.12798157535361288,0.89151392055989709,-1.6772914814222151,-1.3939340706659942,-0.2833574107562209
290,-0.11598243356292093,0.89202690464781931,-1.676776877523046,-1.3931677889068437,-0.28360908861620238
291,-0.10398329177222898,0.8925381228661966,-1.6762560717320936,-1.3924578179933826,-0.28379825373871093
292,-0.091984149981537033,0.89304758733080769,-1.6757312742581449,-1.3918041579256117,-0.2839271163325332
293,-0.079985008190845086,0.89355531003316668,-1.6752041300665925,-1.3912068087035303,-0.28399732136306222
294,-0.067985866400153139,0.89406130284221597,-1.674675732126838,-1.3906657703271388,-0.28400996179969917
295,-0.055986724609461191,0.89456557750599175,-1.6741466418823474,-1.3901810427964372,-0.28396559908591024
296,-0.043987582818769244,0.89506814565326009,-1.6736169164276717,-1.389752626111425,-0.28386429031624671
297,-0.031988441028077297,0.89556901879512663,-1.6730861418013447,-1.3893805202721028,-0.28370562152924195
298,-0.01998929923738535,0.89606820832661793,-1.6725534717369792,-1.3890647252784705,-0.28348874645850874
299,-0.0079901574466934022,0.8965657255282371,-1.6720176711570942,-1.3888052411305276,-0.2832124300265666
300,0.004008984343998101,0.8970615815674936,-1.6714771636463335,-1.3886020678282749,-0.28287509581805859
301,0.016008126134690048,0.89755578750040765,-1.6709300821026487,-1.3884552053717116,-0.28247487673093707
302,0.028007267925381996,0.89804835427298813,-1.6703743217375253,-1.3883646537608383,-0.28200966797668703
303,0.040006409716073943,0.89853929272268851,-1.6698075945798916,-1.3883304129956546,-0.28147718158423696
304,0.05200555150676589,0.89902861357983721,-1.6692274846326596,-1.3883524830761609,-0.28087500155649869
305,0.064004693297457838,0.89951632746904442,-1.6686315028375356,-1.3884308640023568,-0.28020063883517876
306,0.076003835088149785,0.9000024449105869,-1.6680171410213545,-1.3885655557742425,-0.279451585247112
307,0.088002976878841732,0.90048697632176911,-1.6673819240271301,-1.388756558391818,-0.27862536563531215
308,0.10000211866953368,0.90096993201826303,-1.6667234592745284,-1.3890038718550832,-0.27771958741944514
309,0.11200126046022563,0.90145132221542634,-1.6660394830468845,-1.3893074961640384,-0.27673198688284617
310,0.12400040225091757,0.90193115702959703,-1.6653279028655956,-1.3896674313186832,-0.27566047154691242
311,0.13599954404160952,0.90240944647937149,-1.664586835385961,-1.3900836773190175,-0.27450315806694348
312,0.14799868583230147,0.90288620048685841,-1.6638146393306323,-1.3905562341650419,-0.27325840516559041
313,0.15999782762299342,0.90336142887891335,-1.6630099430667442,-1.391085101856756,-0.27192484120998817
314,0.17199696941368536,0.90383514138835519,-1.6621716665285544,-1.3916702803941599,-0.27050138613439456
315,0.18399611120437731,0.9043073476551613,-1.6612990372874108,-1.3923117697772536,-0.26898726751015722
316,0.19599525299506926,0.90477805722764504,-1.6603916006738917,-1.393009570006037,-0.26738203066785471
